Date,Description,Amount,Type
31-07-2021,NEFT/AXIS BANK/490565488516/ABB Dividend/Transfer,2201.43,DR
31-07-2021,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK/651923839568/RBLhtgzoqsi9bwd,1206.62,DR
31-07-2021,UPI/paytmqr6cu3by@p/Payment for 616/HDFC BANK/291668997287/YBLdbh4ts2iogpf,2844.32,DR
31-07-2021,UPI/zeptomarketplac/Payment for 350/AIRTEL PAYMENTS/247313947831/PPPLdisww2yqxllj,1320.35,DR
31-07-2021,UPI/gpay-1124412000/Payment from Ph/YES BANK/662013485945/RBLym5mt7pelm0q,3207.78,DR
31-07-2021,UPI/gpay-1124412000/UPIIntent/YES BANK/105021846845/PPPL1242969080737XXXXXXXXXX,3120.65,DR
31-07-2021,NEFT-AXL205350779408-Mazagon Dock-A/C-408wb2eqeodq-00205350779408-YESB,5144.65,CR
31-07-2021,UPI/gpay-1124412000/Payment for 857/YES BANK/798957658427/ICIke2naxar6bpf,2054.58,DR
31-07-2021,NEFT/AXIS BANK/834503866623/HDFC AMC/Transfer,3869.48,DR
31-07-2021,NEFT/AIRTEL PAYMENTS/594329231120/MutualFund/Transfer,1580.2,DR
31-07-2021,NEFT/HDFC BANK/768764105504/Zerodha/Transfer,1421.72,DR
31-07-2021,UPI/gpay-1124412000/Payment for 551/AIRTEL PAYMENTS/466047342304/YBLmtz7xirnjol6,3825.92,DR
31-07-2021,UPI/gpay-1124412000/Payment from Ph/ICICI BANK/854769332812/AXLlrafwxzom3e7,1026.53,DR
31-07-2021,UPI/gpay-1124412000/Payment from Ph/AXIS BANK/667779183791/AXLl9ljuh8k5d5w,3308.69,DR
30-07-2021,ACH/ABB Dividend 5355/PR6495792AI07,6612.92,CR
30-07-2021,NEFT/AIRTEL PAYMENTS/538355727383/MutualFund/Transfer,1375.66,DR
30-07-2021,NEFT/ICICI BANK/067653141689/Zerodha/Transfer,2858.56,DR
30-07-2021,NEFT/AIRTEL PAYMENTS/286165392956/MutualFund/Transfer,3936.97,DR
30-07-2021,UPI/swiggyupi@axb/Refund from HDFC BANK 880000209885/RBL,4943.56,CR
