Date,Description,Amount,Type
31-12-2020,UPI/gpay-1124412000/Refund from AIRTEL PAYMENTS 648117184681/YBL,8238.14,CR
31-12-2020,UPI/zeptomarketplac/Payment from Ph/YES BANK/324431996050/ICI963ja7nbvaol,2509.8,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/348027528375/Zerodha/Transfer,1464.45,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/130647957585/HDFC AMC/Transfer,2580.53,DR
31-12-2020,NEFT/YES BANK/168167518344/HDFC AMC/Transfer,3430.58,DR
31-12-2020,UPI/zeptomarketplac/UPIIntent/YES BANK/601898192450/PPPL7456729155699XXXXXXXXXX,1569.63,DR
31-12-2020,UPI/zeptomarketplac/Payment from Ph/HDFC BANK/373438871555/PPPLl6s5japmpy82,785.86,DR
31-12-2020,UPI/blinkit.payu@hd/UPIIntent/YES BANK/516754698187/PYTM1952616056695XXXXXXXXXX,3135.78,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/380557232576/RBLhizxa3vechjl,755.7,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/093750775047/Zerodha/Transfer,791.23,DR
31-12-2020,UPI/blinkit.payu@hd/Payment for 593/AXIS BANK/585654641586/PPPL0pwrrmbcav5h,3834.42,DR
31-12-2020,ACH/ABB Dividend 1458/PR2447700AI07,1257.34,CR
31-12-2020,UPI/zeptomarketplac/UPIIntent/YES BANK/341203735917/PYTM7826597985096XXXXXXXXXX,3120.56,DR
31-12-2020,NEFT/YES BANK/770156832315/HDFC AMC/Transfer,2187.25,DR
30-12-2020,UPI/gpay-1124412000/Payment for 492/HDFC BANK/906224899850/RBL9q5wr5kfduan,3487.04,DR
30-12-2020,ACH/HDFC AMC 3926/PR3511752AI07,3381.7,CR
30-12-2020,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/646878712053/PYTM8487397530764XXXXXXXXXX,987.22,DR
30-12-2020,UPI/swiggyupi@axb/UPIIntent/YES BANK/065907236121/PPPL6182112476522XXXXXXXXXX,3323.14,DR
30-12-2020,UPI/gpay-1124412000/UPIIntent/HDFC BANK/630903221818/PPPL1687139605124XXXXXXXXXX,1854.2,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/YES BANK/402826793987/ICIwowv5mrd65er,1170.82,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK/081437706819/RBL4bm42fpqoilk,716.81,DR
30-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/YES BANK/614371989245/AXL7pcujh0dovzj,2602.07,DR
30-12-2020,UPI/zeptomarketplac/UPIIntent/HDFC BANK/920638824688/PYTM3413694090334XXXXXXXXXX,2965.0,DR
