Date,Description,Amount,Type
31-03-2023,UPI/gpay-1124412000/Payment for 675/AXIS BANK/911423038424/ICIotj7cc8njbev,1133.98,DR
31-03-2023,NEFT-ICI758239205739-Zerodha-A/C-qqdwapj0yh1r-00758239205739-YESB,4736.35,CR
31-03-2023,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/373373527428/ICI1xfp0ftqw95n,3522.78,DR
31-03-2023,UPI/gpay-1124412000/UPIIntent/HDFC BANK/599094136068/PPPL9001522383623XXXXXXXXXX,1779.9,DR
31-03-2023,NEFT/AIRTEL PAYMENTS/342486701095/HDFC AMC/Transfer,1051.03,DR
31-03-2023,UPI/zeptomarketplac/UPIIntent/AXIS BANK/358778221763/PYTM1124000668139XXXXXXXXXX,697.51,DR
31-03-2023,NEFT/ICICI BANK/698156890764/ABB Dividend/Transfer,1111.31,DR
31-03-2023,ACH/MutualFund 9332/PR7245841AI07,7126.67,CR
31-03-2023,UPI/blinkit.payu@hd/Payment from Ph/AXIS BANK/636196222906/YBLzc34yqt6dcff,3056.84,DR
31-03-2023,NEFT/YES BANK/863559623113/HDFC AMC/Transfer,1001.3,DR
31-03-2023,UPI/blinkit.payu@hd/UPIIntent/YES BANK/144557001084/PPPL5418007010471XXXXXXXXXX,1659.49,DR
31-03-2023,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/308958017175/ICIh2sn99jpzc30,2148.55,DR
30-03-2023,UPI/zeptomarketplac/UPIIntent/YES BANK/915133799156/PYTM1694179689193XXXXXXXXXX,1196.38,DR
30-03-2023,NEFT/AIRTEL PAYMENTS/826246032955/Mazagon Dock/Transfer,1514.59,DR
30-03-2023,UPI/swiggyupi@axb/Payment for 288/AIRTEL PAYMENTS/593834233870/RBLvzozzqedjzx4,3730.56,DR
30-03-2023,UPI/gpay-1124412000/Payment from Ph/HDFC BANK/174626017877/YBLy1d1edhnixtw,3369.48,DR
30-03-2023,UPI/blinkit.payu@hd/UPIIntent/ICICI BANK/285868685962/PYTM7442375697273XXXXXXXXXX,1706.17,DR
30-03-2023,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/860298990986/PYTM2454009824701XXXXXXXXXX,2506.3,DR
30-03-2023,UPI/blinkit.payu@hd/UPIIntent/YES BANK/815740782832/PPPL3853559234346XXXXXXXXXX,1225.69,DR
30-03-2023,UPI/paytmqr6cu3by@p/UPIIntent/YES BANK/001089676567/PYTM7649191642742XXXXXXXXXX,2137.86,DR
30-03-2023,UPI/gpay-1124412000/UPIIntent/YES BANK/555947687841/PPPL8865108896914XXXXXXXXXX,3855.64,DR
30-03-2023,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/859092614155/PPPL9nqjo67d77o9,1868.72,DR
30-03-2023,NEFT/AIRTEL PAYMENTS/011620885489/MutualFund/Transfer,956.49,DR
30-03-2023,NEFT/AXIS BANK/901983783098/Mazagon Dock/Transfer,650.12,DR
29-03-2023,UPI/zeptomarketplac/Payment for 554/AXIS BANK/867400575851/RBLec5dhrpxlz5n,875.26,DR
29-03-2023,UPI/swiggyupi@axb/Payment for 163/AIRTEL PAYMENTS/487039156286/ICIjn7dtudl83w9,3350.14,DR
29-03-2023,UPI/paytmqr6cu3by@p/Payment from Ph/AXIS BANK/316355412563/ICIioymvctz109d,1177.21,DR
29-03-2023,UPI/gpay-1124412000/Payment for 500/ICICI BANK/327736887538/YBLn5ys3zo2q2gy,3958.53,DR
29-03-2023,UPI/paytmqr6cu3by@p/Payment for 918/AIRTEL PAYMENTS/668486329880/YBL7zaozu2o8j6y,1631.9,DR
29-03-2023,UPI/zeptomarketplac/Payment for 450/AIRTEL PAYMENTS/979716803022/PPPLjw9xdjtyggp1,2301.02,DR
29-03-2023,UPI/swiggyupi@axb/UPIIntent/AIRTEL PAYMENTS/566651566019/PYTM3649447977782XXXXXXXXXX,926.04,DR
29-03-2023,UPI/blinkit.payu@hd/Payment from Ph/YES BANK/843841530181/PPPLh1pod97j1dee,2424.11,DR
29-03-2023,UPI/blinkit.payu@hd/Payment for 776/AIRTEL PAYMENTS/436404632085/ICI5rrjpgok9tlk,1224.34,DR
29-03-2023,NEFT/ICICI BANK/020001440407/ABB Dividend/Transfer,3100.28,DR
29-03-2023,UPI/blinkit.payu@hd/Payment for 550/YES BANK/555379271956/RBLgeyi81gyvlgl,3033.04,DR
29-03-2023,UPI/blinkit.payu@hd/UPIIntent/ICICI BANK/354908673449/PPPL5158513146103XXXXXXXXXX,2027.94,DR
28-03-2023,UPI/gpay-1124412000/UPIIntent/HDFC BANK/043849083594/PYTM6537483527011XXXXXXXXXX,1412.03,DR
28-03-2023,NEFT/YES BANK/529478873121/HDFC AMC/Transfer,1570.95,DR
28-03-2023,UPI/swiggyupi@axb/Payment for 648/YES BANK/977402147566/YBLihvjbq925yif,2974.98,DR
28-03-2023,UPI/blinkit.payu@hd/UPIIntent/ICICI BANK/576245784874/PPPL3857800253017XXXXXXXXXX,552.66,DR
28-03-2023,UPI/zeptomarketplac/Payment from Ph/AIRTEL PAYMENTS/394843460813/PPPLzdxubbgdjwob,1039.79,DR
28-03-2023,UPI/gpay-1124412000/Refund from YES BANK 662227783291/RBL,6133.46,CR
28-03-2023,NEFT/ICICI BANK/087220738987/Zerodha/Transfer,1923.01,DR
28-03-2023,UPI/gpay-1124412000/UPIIntent/YES BANK/324549130082/PPPL4695999672434XXXXXXXXXX,2184.08,DR
28-03-2023,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/615419611540/ICIlwrvo2xbc5h5,1032.19,DR
28-03-2023,UPI/zeptomarketplac/UPIIntent/AXIS BANK/124738164947/PYTM1210541344243XXXXXXXXXX,2649.88,DR
28-03-2023,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK/564220074692/AXL7b4xdqllt3qd,673.64,DR
28-03-2023,UPI/gpay-1124412000/UPIIntent/ICICI BANK/969194774796/PYTM3047008289168XXXXXXXXXX,2988.69,DR
27-03-2023,NEFT-PPPL216935947195-ABB Dividend-A/C-s86ql0on8lu9-00216935947195-YESB,2889.18,CR
27-03-2023,UPI/gpay-1124412000/Payment from Ph/AIRTEL PAYMENTS/527069308873/ICI6t5lrfig8daw,3937.38,DR
27-03-2023,NEFT/YES BANK/568689564806/Mazagon Dock/Transfer,2926.73,DR
27-03-2023,NEFT/HDFC BANK/573462893731/Mazagon Dock/Transfer,966.66,DR
27-03-2023,UPI/gpay-1124412000/Payment from Ph/AXIS BANK/596312768253/ICI832y64cgt6fc,900.31,DR
