Date,Description,Amount,Type
30-11-2023,UPI/blinkit.payu@hd/Payment from Ph/AIRTEL PAYMENTS/821155502422/YBLl8q8n5m5tf4k,2974.68,DR
30-11-2023,UPI/swiggyupi@axb/UPIIntent/YES BANK/805017853892/PPPL8881918348590XXXXXXXXXX,1305.15,DR
30-11-2023,UPI/swiggyupi@axb/Payment for 274/ICICI BANK/511336986908/YBLtdxzknpvxett,3804.46,DR
30-11-2023,UPI/swiggyupi@axb/UPIIntent/AXIS BANK/895946143592/PYTM3359028392080XXXXXXXXXX,3080.22,DR
30-11-2023,UPI/zeptomarketplac/Payment from Ph/AIRTEL PAYMENTS/566723693951/ICIw9o5fo5rf47y,3988.94,DR
30-11-2023,UPI/zeptomarketplac/Payment for 276/YES BANK/636220866262/YBLf3w6wdghdp5v,2343.92,DR
30-11-2023,UPI/zeptomarketplac/Payment for 907/YES BANK/068538967799/AXL8yx2wxf3ir3e,3273.9,DR
30-11-2023,UPI/gpay-1124412000/Payment for 110/AXIS BANK/947598431267/ICI8pi8fhlkurpd,3492.69,DR
30-11-2023,UPI/gpay-1124412000/Payment from Ph/AIRTEL PAYMENTS/580411447725/ICIrypfq7lhrbwq,2996.71,DR
30-11-2023,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/197613851139/PPPLd35ajr2lg0aj,2030.95,DR
30-11-2023,UPI/swiggyupi@axb/Payment from Ph/YES BANK/358043988845/YBLmlddpcupo872,2666.3,DR
30-11-2023,UPI/zeptomarketplac/Payment from Ph/AIRTEL PAYMENTS/718441923263/PPPLvjtw5ukni058,921.44,DR
30-11-2023,UPI/gpay-1124412000/UPIIntent/AXIS BANK/439509821367/PPPL7805510375795XXXXXXXXXX,1978.21,DR
30-11-2023,UPI/paytmqr6cu3by@p/Payment from Ph/AIRTEL PAYMENTS/110464565194/AXL8kfmj9gvz85a,2647.0,DR
30-11-2023,UPI/zeptomarketplac/UPIIntent/AXIS BANK/145756727689/PPPL7428546875382XXXXXXXXXX,1544.47,DR
30-11-2023,UPI/zeptomarketplac/Payment for 820/AXIS BANK/947006101971/YBL25rwyc8ok82v,3110.4,DR
30-11-2023,UPI/zeptomarketplac/UPIIntent/ICICI BANK/916462456195/PPPL7693398325711XXXXXXXXXX,3974.96,DR
29-11-2023,NEFT/HDFC BANK/068969229420/HDFC AMC/Transfer,3384.58,DR
29-11-2023,UPI/paytmqr6cu3by@p/Payment for 366/AIRTEL PAYMENTS/065205987705/ICIkq1aqw7qxo5e,1220.02,DR
29-11-2023,UPI/zeptomarketplac/Payment for 667/HDFC BANK/601644759460/YBL4uy8y1mdf3qx,3221.72,DR
29-11-2023,NEFT/ICICI BANK/001682977869/MutualFund/Transfer,2935.33,DR
29-11-2023,NEFT/YES BANK/277862955182/MutualFund/Transfer,812.53,DR
29-11-2023,UPI/paytmqr6cu3by@p/Payment for 921/AXIS BANK/152379319867/PPPL44ny72vx1s5a,2922.84,DR
29-11-2023,UPI/zeptomarketplac/Payment from Ph/AIRTEL PAYMENTS/208165432985/RBLqxs98q5cs85p,3059.51,DR
29-11-2023,UPI/zeptomarketplac/Refund from ICICI BANK 298317562941/RBL,1139.19,CR
29-11-2023,UPI/swiggyupi@axb/Payment for 814/AIRTEL PAYMENTS/135242672209/RBLrpo4hd8zky8f,1901.36,DR
29-11-2023,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/129392550343/PPPLz6jjasi7t0s8,1166.99,DR
29-11-2023,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/135413358547/PPPL4908071117056XXXXXXXXXX,3207.12,DR
29-11-2023,UPI/swiggyupi@axb/UPIIntent/AXIS BANK/901732164369/PYTM8734862700195XXXXXXXXXX,1607.28,DR
29-11-2023,NEFT/ICICI BANK/665355959203/Mazagon Dock/Transfer,521.98,DR
29-11-2023,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/196368857758/PPPL3828910822821XXXXXXXXXX,639.94,DR
29-11-2023,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/612573973906/PYTM7400217836063XXXXXXXXXX,3650.21,DR
29-11-2023,UPI/zeptomarketplac/Payment for 418/HDFC BANK/437653720888/ICI1p9esa93asvw,2163.82,DR
29-11-2023,UPI/blinkit.payu@hd/UPIIntent/YES BANK/548316358730/PYTM3310105137510XXXXXXXXXX,1233.95,DR
28-11-2023,UPI/paytmqr6cu3by@p/Payment for 560/HDFC BANK/286210296625/ICI2oqgxy9tly0t,927.1,DR
28-11-2023,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/849454007145/PYTM1611194769353XXXXXXXXXX,1382.84,DR
28-11-2023,UPI/paytmqr6cu3by@p/Payment for 115/AXIS BANK/717722728070/RBL7si3srsihax8,2364.08,DR
