Date,Description,Amount,Type
31-03-2023,UPI/zeptomarketplac/Payment for 912/YES BANK LIMITE/285145603956/RBLj43x3f39i27zlqpu,3531.25,DR
31-03-2023,ACH/Mazagon Dock 7525/PR5638061AI07,1178.87,CR
31-03-2023,UPI/paytmqr6cu3by@p/Payment for 889/AIRTEL PAYMENTS/175851857031/RBLf7b6staqwvrf4pwa,1864.07,DR
31-03-2023,ACH/Mazagon Dock 7760/PR3992474AI07,18019.23,CR
31-03-2023,UPI/zeptomarketplac/Payment for 242/AIRTEL PAYMENTS/426827434032/AXL2j52u23zcswq32bs,3491.25,DR
31-03-2023,UPI/blinkit.payu@hd/Refund from AXIS BANK 044018582465/RBL,3247.74,CR
31-03-2023,UPI/gpay-1124412000/Payment from Ph/HDFC BANK LTD/517082899040/PPPLgkvt2aelcq5mequz,4901.85,DR
31-03-2023,ACH/Zerodha 8731/PR5426958AI07,25239.65,CR
31-03-2023,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/819399734395/PPPL1778935001256XXXXXXXXXX,4707.54,DR
31-03-2023,ACH/Mazagon Dock 9335/PR3754025AI07,13875.55,CR
31-03-2023,NEFT/ICICI BANK/160328603721/CRISIL/Transfer,443.78,DR
31-03-2023,NEFT/AXIS BANK/299507899591/CRISIL/Transfer,2795.88,DR
31-03-2023,UPI/swiggyupi@axb/Payment from Ph/AIRTEL PAYMENTS/754789104663/RBLh7aaiihgews3oxel,4543.98,DR
31-03-2023,UPI/swiggyupi@axb/Payment for 961/ICICI BANK/617892206676/YBL2v7ojlphgvscpcig,1051.98,DR
31-03-2023,NEFT/HDFC BANK LTD/226699609706/MutualFund/Transfer,811.3,DR
31-03-2023,UPI/gpay-1124412000/Payment from Ph/YES BANK LIMITE/833747376697/PPPL6251z3aumggnauj1,3971.39,DR
31-03-2023,UPI/gpay-1124412000/Payment for 289/AXIS BANK/767678317763/RBLbmzl3jaxko2aw8jb,287.33,DR
31-03-2023,UPI/blinkit.payu@hd/Payment for 641/ICICI BANK/992645982512/AXLo2pu0w9a7cjwex14,3131.68,DR
31-03-2023,UPI/paytmqr6cu3by@p/Payment for 116/AXIS BANK/907908921143/YBLlgeke0xe56ftrep9,3613.62,DR
31-03-2023,UPI/blinkit.payu@hd/Payment from Ph/AXIS BANK/643582440869/YBLh5jvu291b5mqv1i5,2452.51,DR
31-03-2023,UPI/paytmqr6cu3by@p/Payment from Ph/YES BANK LIMITE/580314503353/PPPLyjrgm88o2uxn69y8,1867.07,DR
31-03-2023,UPI/swiggyupi@axb/Payment from Ph/ICICI BANK/036146038474/ICI5ra5rtecyvbn59bn,63.84,DR
31-03-2023,NEFT/AXIS BANK/480159098254/ABB Dividend/Transfer,1044.01,DR
31-03-2023,UPI/gpay-1124412000/Payment from Ph/YES BANK LIMITE/417031207714/RBL7lis0gczjzp67wnl,3728.87,DR
31-03-2023,UPI/swiggyupi@axb/Payment from Ph/ICICI BANK/781131246788/PPPL69mkzc7y4f749a6i,3153.48,DR
31-03-2023,UPI/swiggyupi@axb/UPIIntent/YES BANK LIMITE/094458457419/PPPL1108884430306XXXXXXXXXX,820.86,DR
