Date,Description,Amount,Type
30-04-2024,NEFT/HDFC BANK LTD/750548385355/HDFC AMC/Transfer,619.22,DR
30-04-2024,NEFT/AIRTEL PAYMENTS/804160771429/Mazagon Dock/Transfer,2045.31,DR
30-04-2024,NEFT/AIRTEL PAYMENTS/259875593414/HDFC AMC/Transfer,4741.69,DR
30-04-2024,UPI/paytmqr6cu3by@p/Payment for 428/AXIS BANK/903895617795/YBL6bagkaqd893ekncj,3190.57,DR
30-04-2024,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/432998499563/YBLfeqxprzricgb5wdk,2099.59,DR
30-04-2024,UPI/blinkit.payu@hd/Payment from Ph/AXIS BANK/708457304967/RBLgexq0j7mamdge07r,579.58,DR
30-04-2024,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/369387837614/AXL48os1lt2q7kxep53,278.9,DR
30-04-2024,UPI/zeptomarketplac/UPIIntent/AXIS BANK/182476363307/PYTM8590510905182XXXXXXXXXX,4281.64,DR
30-04-2024,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/775809529854/RBLqipmuzalc5apzo68,733.72,DR
30-04-2024,UPI/zeptomarketplac/UPIIntent/HDFC BANK LTD/349782849637/PYTM7166687730225XXXXXXXXXX,4069.96,DR
30-04-2024,ACH/MutualFund 3041/PR7815533AI07,20930.2,CR
30-04-2024,UPI/zeptomarketplac/UPIIntent/ICICI BANK/500401938979/PYTM8732947330540XXXXXXXXXX,1026.33,DR
30-04-2024,UPI/paytmqr6cu3by@p/Payment for 272/HDFC BANK LTD/691951529146/PPPLed2yhw0dbjpi1jza,2091.15,DR
30-04-2024,NEFT/AIRTEL PAYMENTS/440326920026/CRISIL/Transfer,450.92,DR
30-04-2024,ACH/ABB Dividend 7004/PR5523811AI07,8514.41,CR
30-04-2024,UPI/paytmqr6cu3by@p/Payment from Ph/YES BANK LIMITE/586112834789/YBL7luaz8p9s35vnmvg,572.42,DR
30-04-2024,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK LTD/121368107586/ICIv91v312gtz18e7ob,3927.71,DR
30-04-2024,NEFT/YES BANK LIMITE/744032957449/CRISIL/Transfer,2113.01,DR
30-04-2024,UPI/gpay-1124412000/Payment for 979/YES BANK LIMITE/555036806208/RBLgp48k9a1aks182p3,3937.01,DR
30-04-2024,UPI/swiggyupi@axb/Payment for 107/AXIS BANK/145785794781/ICIwec8rj8yte88d8jb,2025.09,DR
30-04-2024,UPI/zeptomarketplac/Payment for 533/HDFC BANK LTD/618819683681/AXLygamnjo8z7hqfaeh,2107.09,DR
30-04-2024,UPI/swiggyupi@axb/Payment for 735/AXIS BANK/951686183019/RBLq1iy982epm3xsky0,4003.34,DR
30-04-2024,NEFT/YES BANK LIMITE/734640917279/MutualFund/Transfer,978.75,DR
30-04-2024,UPI/swiggyupi@axb/Payment for 130/ICICI BANK/618719727561/RBLqjmuorm3yg46azk2,3864.7,DR
30-04-2024,UPI/paytmqr6cu3by@p/Refund from AIRTEL PAYMENTS 842918438671/ICI,16047.12,CR
30-04-2024,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/498708329520/YBLnu9myblpok3t83z1,550.76,DR
30-04-2024,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/579131344573/YBLcmtb7aree73rq8cf,1524.55,DR
30-04-2024,UPI/blinkit.payu@hd/Payment for 761/AXIS BANK/154782879903/YBLhgtllbj5ejprdbgk,1873.91,DR
30-04-2024,UPI/swiggyupi@axb/UPIIntent/AIRTEL PAYMENTS/996612205328/PPPL7527675324537XXXXXXXXXX,1136.44,DR
30-04-2024,NEFT/HDFC BANK LTD/966957179982/ABB Dividend/Transfer,3250.26,DR
30-04-2024,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/474441992263/AXL31iqpxn4gl5k0g1l,1126.55,DR
30-04-2024,UPI/paytmqr6cu3by@p/UPIIntent/HDFC BANK LTD/262692908600/PYTM2270514982846XXXXXXXXXX,1090.52,DR
30-04-2024,UPI/blinkit.payu@hd/Refund from ICICI BANK 218446310381/AXL,3353.55,CR
30-04-2024,NEFT/HDFC BANK LTD/988521506711/MutualFund/Transfer,1471.92,DR
30-04-2024,UPI/zeptomarketplac/Payment from Ph/YES BANK LIMITE/125926364604/RBLwt5xktnzw2b4ydye,4130.42,DR
30-04-2024,UPI/blinkit.payu@hd/UPIIntent/HDFC BANK LTD/315251754312/PYTM4891658348269XXXXXXXXXX,1073.92,DR
30-04-2024,NEFT/AXIS BANK/481932446177/Zerodha/Transfer,2071.56,DR
30-04-2024,NEFT/AXIS BANK/526494214516/MutualFund/Transfer,1415.79,DR
30-04-2024,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/482305913986/PPPL7657206175652XXXXXXXXXX,1869.08,DR
30-04-2024,UPI/swiggyupi@axb/Payment from Ph/YES BANK LIMITE/197501011675/AXL5lsh0mb73sm6edry,3491.02,DR
30-04-2024,NEFT/AIRTEL PAYMENTS/866681133966/MutualFund/Transfer,531.94,DR
30-04-2024,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK LTD/504809885407/ICI7yryp1gccxez9dky,269.48,DR
30-04-2024,UPI/zeptomarketplac/Payment for 106/YES BANK LIMITE/331783966820/YBL16ks1vkw2u8qipbv,3515.96,DR
30-04-2024,NEFT/AXIS BANK/452211760613/MutualFund/Transfer,4371.45,DR
30-04-2024,UPI/swiggyupi@axb/Payment for 598/HDFC BANK LTD/428139838797/AXLcb0pkxi1jinz8eqc,2061.76,DR
30-04-2024,UPI/paytmqr6cu3by@p/Payment for 760/ICICI BANK/718157614676/ICInf75ks4iz422p8ls,2888.6,DR
30-04-2024,UPI/paytmqr6cu3by@p/Payment for 803/YES BANK LIMITE/085507527727/AXLtnhbw0f4juvmofua,3589.76,DR
30-04-2024,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/854574186955/AXLxhtuhjobt48nxvpw,1190.46,DR
30-04-2024,UPI/gpay-1124412000/Payment for 462/ICICI BANK/450643565155/PPPLpv5e0e3lz52hhvgl,2304.92,DR
30-04-2024,NEFT/YES BANK LIMITE/779512891801/CRISIL/Transfer,4280.1,DR
30-04-2024,UPI/swiggyupi@axb/Payment for 251/HDFC BANK LTD/352818321945/ICI046nl0wgye6ktzhr,3797.05,DR
30-04-2024,UPI/paytmqr6cu3by@p/UPIIntent/HDFC BANK LTD/896682290296/PPPL4868063505035XXXXXXXXXX,2469.66,DR
30-04-2024,UPI/gpay-1124412000/UPIIntent/AXIS BANK/159697181067/PYTM8163250043343XXXXXXXXXX,4981.37,DR
