Date,Description,Amount,Type
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/696407321323/ICIo2kqs0tnueuzgswy,1688.52,DR
31-01-2024,NEFT/HDFC BANK LTD/325805551711/MutualFund/Transfer,393.46,DR
31-01-2024,NEFT/HDFC BANK LTD/122870041350/Mazagon Dock/Transfer,4383.32,DR
31-01-2024,UPI/paytmqr6cu3by@p/UPIIntent/AXIS BANK/097058791175/PPPL2573030435529XXXXXXXXXX,869.3,DR
31-01-2024,UPI/gpay-1124412000/UPIIntent/HDFC BANK LTD/964523454026/PPPL4597366903309XXXXXXXXXX,281.3,DR
31-01-2024,UPI/zeptomarketplac/UPIIntent/ICICI BANK/414774937686/PYTM1369631788371XXXXXXXXXX,2026.31,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/HDFC BANK LTD/303412177148/PPPLj0kormf7gotddo7g,1442.41,DR
31-01-2024,NEFT/YES BANK LIMITE/521460589719/Mazagon Dock/Transfer,3951.0,DR
31-01-2024,NEFT/YES BANK LIMITE/186839737015/Zerodha/Transfer,3039.31,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/YES BANK LIMITE/163387630600/RBLvf7xondsa0gbp1x0,87.67,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment for 243/AIRTEL PAYMENTS/203675712388/PPPL49augxdo90zxxs08,3603.73,DR
31-01-2024,NEFT/ICICI BANK/437549219017/Mazagon Dock/Transfer,4402.96,DR
31-01-2024,NEFT/ICICI BANK/469048442363/HDFC AMC/Transfer,2886.9,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment for 434/AXIS BANK/707855142732/RBL5mhy8tprzm3mplee,1686.93,DR
31-01-2024,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/704793998480/PPPL9371085062819XXXXXXXXXX,768.47,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/505550175600/AXLvhoxgge8e0ibmypo,4719.04,DR
31-01-2024,ACH/ABB Dividend 7910/PR9761689AI07,19691.02,CR
31-01-2024,NEFT/HDFC BANK LTD/980992990147/HDFC AMC/Transfer,2923.03,DR
31-01-2024,NEFT-PPPL454038434497-ABB Dividend-A/C-brvkj8qalyz46kvr-00454038434497-YESB,20317.61,CR
31-01-2024,UPI/blinkit.payu@hd/Payment for 543/AIRTEL PAYMENTS/843440533638/RBL8w32teook3gik4mk,4610.63,DR
31-01-2024,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/941045955763/PPPL4959488748942XXXXXXXXXX,3328.11,DR
31-01-2024,NEFT/AXIS BANK/173677643595/CRISIL/Transfer,363.19,DR
31-01-2024,UPI/blinkit.payu@hd/Payment for 628/AXIS BANK/673035470114/YBLnoxmd38wdu7ed8px,1252.67,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/HDFC BANK LTD/614350690466/AXL83un4zi6grgbe11i,745.05,DR
31-01-2024,UPI/gpay-1124412000/Payment for 593/ICICI BANK/213797717144/YBL259gm99l0qr6tpdb,3424.61,DR
31-01-2024,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/345793877756/RBLd6qeb4kd28hdm3rt,601.2,DR
31-01-2024,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/892212223692/ICI67l2gznng80jdekp,231.3,DR
31-01-2024,UPI/paytmqr6cu3by@p/UPIIntent/AXIS BANK/880676609806/PYTM6790375168498XXXXXXXXXX,663.57,DR
31-01-2024,UPI/gpay-1124412000/Refund from AIRTEL PAYMENTS 199882362241/PPPL,29195.94,CR
31-01-2024,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/948521708553/ICIarissq3gea0zqq50,3614.93,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/HDFC BANK LTD/277453261897/AXLeeuk8pn7ckmac0yg,3713.1,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/YES BANK LIMITE/308741561141/YBLpjg58vqwbwhw6xow,256.35,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/HDFC BANK LTD/444945555978/RBLs6mj5kg9h4dxn7x5,4480.1,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/HDFC BANK LTD/056650267777/YBLc4x5b3egj5e2dwpb,4870.82,DR
31-01-2024,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/569767021862/ICIf0m0o7t4jdnxiui3,2010.7,DR
31-01-2024,UPI/gpay-1124412000/Payment for 504/YES BANK LIMITE/203126547670/AXLpb9360c02gifevzo,1360.51,DR
31-01-2024,NEFT/ICICI BANK/999754257764/CRISIL/Transfer,2789.12,DR
31-01-2024,NEFT-ICI634445289320-CRISIL-A/C-bujw9ir39bsr0c12-00634445289320-YESB,17369.31,CR
31-01-2024,NEFT/YES BANK LIMITE/271368167592/CRISIL/Transfer,4298.57,DR
31-01-2024,UPI/zeptomarketplac/Payment for 216/YES BANK LIMITE/006499142944/YBL4gn8y93euk59hoc3,4719.01,DR
31-01-2024,UPI/swiggyupi@axb/Payment for 142/YES BANK LIMITE/173003498334/YBLn7ryvo92uqxp6mqy,2872.21,DR
31-01-2024,UPI/zeptomarketplac/UPIIntent/YES BANK LIMITE/311932649746/PPPL2964450801896XXXXXXXXXX,3828.91,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/094592859267/AXL75ocg09imy9gry65,1078.77,DR
31-01-2024,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/794695722003/AXLrr1nibfgglxb5oi5,404.3,DR
31-01-2024,NEFT/AXIS BANK/253491287667/MutualFund/Transfer,4016.08,DR
31-01-2024,UPI/blinkit.payu@hd/UPIIntent/YES BANK LIMITE/926954615533/PPPL2885523197517XXXXXXXXXX,302.12,DR
31-01-2024,UPI/gpay-1124412000/Payment for 384/AIRTEL PAYMENTS/306535554102/YBLvf5z6pzxbrhnb59e,3786.12,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment for 200/YES BANK LIMITE/223584686968/YBLv0dmkgdsus6jfz23,3975.27,DR
31-01-2024,UPI/swiggyupi@axb/Payment from Ph/AIRTEL PAYMENTS/627313609503/ICIuslb3gty3dhuhsv2,407.5,DR
31-01-2024,UPI/gpay-1124412000/Payment for 254/YES BANK LIMITE/818312919888/ICIvlbii3k5jztg7v5k,2987.51,DR
31-01-2024,UPI/blinkit.payu@hd/Payment for 707/YES BANK LIMITE/897291737724/YBL7jtsh1t83jamvrfi,41.38,DR
31-01-2024,ACH/MutualFund 4828/PR1994448AI07,18716.95,CR
31-01-2024,UPI/gpay-1124412000/Payment for 744/AXIS BANK/481159686334/YBLj032i69zc168aec6,4231.21,DR
31-01-2024,UPI/paytmqr6cu3by@p/UPIIntent/YES BANK LIMITE/175714475503/PYTM7720963677197XXXXXXXXXX,4870.87,DR
31-01-2024,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/686474020633/ICI4umhpqjcdr710mr5,3545.84,DR
31-01-2024,UPI/zeptomarketplac/UPIIntent/AIRTEL PAYMENTS/326191776439/PYTM5767392814648XXXXXXXXXX,3353.15,DR
31-01-2024,NEFT/AIRTEL PAYMENTS/142121158996/ABB Dividend/Transfer,2758.86,DR
31-01-2024,NEFT/HDFC BANK LTD/519137418838/MutualFund/Transfer,2770.16,DR
31-01-2024,NEFT-AXL215641502698-CRISIL-A/C-ki2r98obi0gcb415-00215641502698-YESB,7616.29,CR
31-01-2024,UPI/swiggyupi@axb/Payment for 592/AIRTEL PAYMENTS/895826313523/YBLheix63cw6ebcqlge,4426.89,DR
31-01-2024,NEFT/HDFC BANK LTD/100062623657/MutualFund/Transfer,2549.74,DR
31-01-2024,UPI/blinkit.payu@hd/Payment for 483/HDFC BANK LTD/669798148181/YBLfmzo23fyf13pxo4n,1950.11,DR
31-01-2024,NEFT/AIRTEL PAYMENTS/728385418897/MutualFund/Transfer,2487.77,DR
31-01-2024,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/186385854162/PYTM2717244846753XXXXXXXXXX,173.27,DR
31-01-2024,NEFT-YBL153192308603-Zerodha-A/C-ieu686kx3b331n3o-00153192308603-YESB,1234.58,CR
31-01-2024,UPI/zeptomarketplac/Payment for 155/ICICI BANK/650100621095/AXLvqepgitwdtnmn5n4,3337.48,DR
31-01-2024,NEFT/HDFC BANK LTD/310591490585/ABB Dividend/Transfer,2142.43,DR
31-01-2024,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/550845419489/PYTM9367452902598XXXXXXXXXX,4803.98,DR
31-01-2024,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/132124721396/ICI2d0apcisfoj2o85d,1637.5,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/YES BANK LIMITE/065324532398/RBLklvnnxk9jh6n8948,3361.17,DR
31-01-2024,UPI/gpay-1124412000/Payment from Ph/AIRTEL PAYMENTS/267321294398/YBL8dsc8rpldtupih3h,4122.54,DR
31-01-2024,UPI/paytmqr6cu3by@p/Payment for 104/YES BANK LIMITE/949399456068/YBLgr84si5o2eh9fhuj,211.67,DR
31-01-2024,UPI/swiggyupi@axb/UPIIntent/HDFC BANK LTD/714394332607/PYTM9293447905988XXXXXXXXXX,2756.97,DR
31-01-2024,UPI/blinkit.payu@hd/UPIIntent/HDFC BANK LTD/744619521346/PYTM7502332452244XXXXXXXXXX,1261.97,DR
31-01-2024,UPI/blinkit.payu@hd/UPIIntent/AIRTEL PAYMENTS/254215343498/PYTM5350973128692XXXXXXXXXX,4387.4,DR
31-01-2024,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/094824047728/PYTM6447776512967XXXXXXXXXX,1862.57,DR
31-01-2024,NEFT/AIRTEL PAYMENTS/198558119201/HDFC AMC/Transfer,2176.83,DR
31-01-2024,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK LTD/774643064420/YBLq8pg9ntdttklia7q,857.19,DR
31-01-2024,UPI/zeptomarketplac/UPIIntent/ICICI BANK/890688429530/PYTM2068872830731XXXXXXXXXX,2289.52,DR
31-01-2024,UPI/gpay-1124412000/UPIIntent/ICICI BANK/507243409453/PPPL1000155668805XXXXXXXXXX,4708.69,DR
31-01-2024,UPI/zeptomarketplac/UPIIntent/YES BANK LIMITE/241889679695/PYTM9134516047105XXXXXXXXXX,1064.8,DR
30-01-2024,UPI/gpay-1124412000/Payment for 170/ICICI BANK/005450329113/PPPLfzgu1t6nw0oxqluu,753.07,DR
30-01-2024,UPI/blinkit.payu@hd/Payment for 982/AIRTEL PAYMENTS/755721130393/RBLngyuivqoc88jkbao,200.99,DR
30-01-2024,NEFT/AXIS BANK/966697837222/Mazagon Dock/Transfer,130.99,DR
30-01-2024,NEFT/HDFC BANK LTD/766745759582/CRISIL/Transfer,3744.95,DR
30-01-2024,UPI/gpay-1124412000/Payment for 661/AXIS BANK/138826402902/PPPLf8hdff1qbh62jvu9,2168.47,DR
30-01-2024,ACH/ABB Dividend 6225/PR2641767AI07,161.91,CR
30-01-2024,UPI/paytmqr6cu3by@p/Payment from Ph/AIRTEL PAYMENTS/941190618663/AXL2mknfzkzs5s1s2pc,4641.95,DR
30-01-2024,UPI/paytmqr6cu3by@p/Refund from ICICI BANK 693123150522/AXL,9918.81,CR
30-01-2024,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/170405428408/PYTM9798494474907XXXXXXXXXX,48.02,DR
30-01-2024,UPI/gpay-1124412000/Payment for 734/YES BANK LIMITE/821204975971/RBLwznl4ll04z6w087g,4593.15,DR
30-01-2024,UPI/swiggyupi@axb/Payment for 636/HDFC BANK LTD/858893369751/ICIb1i90z0jd5xs383s,1641.84,DR
30-01-2024,UPI/paytmqr6cu3by@p/Payment for 815/ICICI BANK/830918352631/ICIcqsd15ykgyo5r5mj,4586.61,DR
30-01-2024,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK LTD/900856983345/RBLoqwbkmmdxdscsd0i,1863.29,DR
30-01-2024,UPI/zeptomarketplac/UPIIntent/HDFC BANK LTD/145368074761/PYTM1791560634375XXXXXXXXXX,3268.96,DR
30-01-2024,NEFT/HDFC BANK LTD/330651600404/Zerodha/Transfer,724.98,DR
