Date,Description,Amount,Type
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 927/ICICI BANK/298555352774/RBL8htzpm67ndmwxnv7,1970.38,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 989/HDFC BANK LTD/711674797198/RBL9dck4ls8qeftf8jl,1689.3,DR
30-11-2021,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/418331413153/RBL67hy4s5p15xq1il9,2678.67,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 136/HDFC BANK LTD/128812090334/PPPLzhwlt6ufmn8nk4z1,4878.31,DR
30-11-2021,UPI/gpay-1124412000/UPIIntent/HDFC BANK LTD/834409502089/PPPL8322037609649XXXXXXXXXX,3854.72,DR
30-11-2021,UPI/swiggyupi@axb/Payment for 218/YES BANK LIMITE/303414200320/AXL0d7xvijj6q7g06pf,3043.31,DR
30-11-2021,UPI/swiggyupi@axb/Payment for 841/AXIS BANK/304172986783/YBL2vu597gkbw7ooc4o,3630.89,DR
30-11-2021,UPI/blinkit.payu@hd/UPIIntent/AXIS BANK/324744917480/PYTM6339104316577XXXXXXXXXX,414.45,DR
30-11-2021,NEFT/AXIS BANK/201628282646/Mazagon Dock/Transfer,1458.81,DR
30-11-2021,NEFT-PPPL424641012579-HDFC AMC-A/C-zoohd5zczxctvrtk-00424641012579-YESB,2652.95,CR
30-11-2021,UPI/paytmqr6cu3by@p/Refund from HDFC BANK LTD 350863191319/RBL,14599.26,CR
30-11-2021,NEFT/HDFC BANK LTD/418867068177/Zerodha/Transfer,1974.81,DR
30-11-2021,UPI/swiggyupi@axb/UPIIntent/HDFC BANK LTD/360640085352/PPPL8597546977349XXXXXXXXXX,3158.56,DR
30-11-2021,NEFT/AIRTEL PAYMENTS/429821130281/ABB Dividend/Transfer,427.02,DR
30-11-2021,ACH/CRISIL 3093/PR6945268AI07,29302.94,CR
30-11-2021,UPI/blinkit.payu@hd/Payment for 108/HDFC BANK LTD/118015276367/ICI7u1cjhxsl94p0r72,4686.04,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 314/AIRTEL PAYMENTS/179492325558/YBLkrnhy9rwn5grayvs,348.32,DR
30-11-2021,NEFT/HDFC BANK LTD/475375560858/HDFC AMC/Transfer,3984.8,DR
30-11-2021,NEFT/AIRTEL PAYMENTS/863103222966/ABB Dividend/Transfer,2608.92,DR
30-11-2021,ACH/HDFC AMC 7798/PR5055697AI07,12005.61,CR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 703/AIRTEL PAYMENTS/832609357426/RBLitobvqddg3de3pdt,1156.68,DR
30-11-2021,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/498000634058/PYTM1299761310609XXXXXXXXXX,1745.46,DR
30-11-2021,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/174094018359/RBLwhl51281rckq28cv,295.85,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 849/YES BANK LIMITE/353905882534/AXL4qjcwnzs1sddv844,1718.63,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 821/YES BANK LIMITE/292466495122/YBLz4qfs3m2yg9afyip,4854.52,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 214/YES BANK LIMITE/628411665663/YBLw011ba3bilftmyar,4926.16,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/AIRTEL PAYMENTS/712558647746/PYTM8240899857609XXXXXXXXXX,2760.58,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 493/YES BANK LIMITE/604634849180/ICI9269jn00gjbugmhi,2306.13,DR
30-11-2021,NEFT/ICICI BANK/030703386547/ABB Dividend/Transfer,4274.46,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 117/YES BANK LIMITE/899303507372/YBL3q8afp4tap4xau1b,3112.44,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/YES BANK LIMITE/801554079814/PYTM1929097362968XXXXXXXXXX,2884.56,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 433/AIRTEL PAYMENTS/922138922394/ICIjvf72j4k3iccwb9q,219.49,DR
30-11-2021,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/695165334804/PYTM6050298125174XXXXXXXXXX,1022.45,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 723/AIRTEL PAYMENTS/876295166798/PPPLiwq94dnovwkw1clp,4605.0,DR
30-11-2021,UPI/blinkit.payu@hd/UPIIntent/ICICI BANK/248866453750/PYTM6303065438452XXXXXXXXXX,598.28,DR
30-11-2021,NEFT/AIRTEL PAYMENTS/683810629823/CRISIL/Transfer,3441.44,DR
30-11-2021,NEFT-PPPL683575231506-Mazagon Dock-A/C-apl1phscy45os89x-00683575231506-YESB,11195.88,CR
30-11-2021,UPI/zeptomarketplac/Payment from Ph/YES BANK LIMITE/356643474611/AXLu1n3zdg4h5i15cu5,1633.28,DR
30-11-2021,UPI/blinkit.payu@hd/UPIIntent/AIRTEL PAYMENTS/641109175462/PPPL1561363990073XXXXXXXXXX,2778.76,DR
30-11-2021,NEFT/ICICI BANK/178845131999/CRISIL/Transfer,4391.69,DR
30-11-2021,UPI/blinkit.payu@hd/Payment for 940/HDFC BANK LTD/294926145506/PPPLrzm7cre1plt5h4ci,2323.0,DR
30-11-2021,UPI/zeptomarketplac/Payment for 349/HDFC BANK LTD/390444419014/YBLrdlyo3w7ve9dd763,990.75,DR
30-11-2021,UPI/swiggyupi@axb/UPIIntent/HDFC BANK LTD/294887701822/PYTM2284340180704XXXXXXXXXX,169.69,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/128230469005/PPPL9126881701769XXXXXXXXXX,4274.72,DR
30-11-2021,NEFT/HDFC BANK LTD/844299672782/HDFC AMC/Transfer,1850.19,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/236474303142/PYTM4475746540440XXXXXXXXXX,923.27,DR
30-11-2021,UPI/zeptomarketplac/UPIIntent/YES BANK LIMITE/052839897618/PYTM7702418987791XXXXXXXXXX,3643.45,DR
30-11-2021,UPI/blinkit.payu@hd/Payment from Ph/YES BANK LIMITE/724283440970/RBLj3nctwa7h9111a0g,72.83,DR
30-11-2021,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/659466289063/PPPL91gwbk25qm1eiwev,3621.19,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/224543700558/PPPL4273407538757XXXXXXXXXX,4824.95,DR
30-11-2021,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/454486273709/AXL8gb96fa65hmsi3rt,2691.76,DR
30-11-2021,UPI/zeptomarketplac/Payment from Ph/HDFC BANK LTD/606642186517/RBLcvu5dn74t7oapsw5,1719.52,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment for 999/YES BANK LIMITE/130872735315/YBLxjowfwzzrar9re08,345.1,DR
30-11-2021,UPI/paytmqr6cu3by@p/UPIIntent/ICICI BANK/462319563817/PPPL4466736519327XXXXXXXXXX,2426.63,DR
30-11-2021,UPI/swiggyupi@axb/Payment from Ph/AIRTEL PAYMENTS/488037233378/PPPL3oy8g2cy3ci6qayk,1213.6,DR
30-11-2021,UPI/paytmqr6cu3by@p/Payment from Ph/HDFC BANK LTD/370600946304/AXLni1tlkwlqy7okvgj,1820.62,DR
30-11-2021,UPI/swiggyupi@axb/UPIIntent/AIRTEL PAYMENTS/385266847214/PYTM3551484110330XXXXXXXXXX,13.62,DR
30-11-2021,UPI/blinkit.payu@hd/UPIIntent/ICICI BANK/240442986948/PPPL4258008921564XXXXXXXXXX,2200.49,DR
30-11-2021,UPI/paytmqr6cu3by@p/Refund from YES BANK LIMITE 124280103899/YBL,11735.17,CR
30-11-2021,UPI/blinkit.payu@hd/Payment from Ph/YES BANK LIMITE/770096707139/AXL4bvgrovvonae7e23,4228.16,DR
30-11-2021,UPI/gpay-1124412000/UPIIntent/ICICI BANK/392392217624/PPPL1820967961192XXXXXXXXXX,1337.82,DR
30-11-2021,NEFT/AIRTEL PAYMENTS/578637916317/CRISIL/Transfer,2070.22,DR
30-11-2021,NEFT/AIRTEL PAYMENTS/811957539290/CRISIL/Transfer,4927.54,DR
30-11-2021,UPI/swiggyupi@axb/Payment for 914/YES BANK LIMITE/782778341239/YBL78s2b1ofg6h2vvwv,4254.42,DR
30-11-2021,UPI/gpay-1124412000/Refund from HDFC BANK LTD 648991379581/RBL,21809.31,CR
