Date,Description,Amount,Type
31-12-2020,UPI/zeptomarketplac/Payment for 587/AXIS BANK/950335067964/RBLlcmueng90z6hsk4l,3306.93,DR
31-12-2020,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/310162673567/PYTM5987039495379XXXXXXXXXX,1478.99,DR
31-12-2020,UPI/zeptomarketplac/Payment for 307/ICICI BANK/142836463518/ICIw4pi8gz9qwf106os,3498.62,DR
31-12-2020,UPI/gpay-1124412000/Payment for 343/YES BANK LIMITE/036610409772/AXL621gyf19x86dxo34,3472.95,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/764157615387/RBLoww4ihf5l1agzaa6,1217.86,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/116652244893/ICI4d9p3d3fthfg5r1l,3744.9,DR
31-12-2020,UPI/paytmqr6cu3by@p/UPIIntent/YES BANK LIMITE/540885153059/PYTM9366550498053XXXXXXXXXX,4816.79,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/434108929182/YBLatgpwetjn4gcafez,3548.0,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/AXIS BANK/167599059156/YBLnl8kr3705mx19yty,508.66,DR
31-12-2020,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/396573406803/PPPL5324771187620XXXXXXXXXX,2187.27,DR
31-12-2020,NEFT/AXIS BANK/835769549049/ABB Dividend/Transfer,4940.3,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/099183145220/Zerodha/Transfer,3331.52,DR
31-12-2020,UPI/zeptomarketplac/Refund from YES BANK LIMITE 973054249630/AXL,28968.15,CR
31-12-2020,UPI/gpay-1124412000/Payment for 995/HDFC BANK LTD/411735117911/ICIpz8d855hndxztgx5,3501.94,DR
31-12-2020,UPI/swiggyupi@axb/Payment for 610/AXIS BANK/853610382464/RBLt4td2q2b9ir43c04,886.95,DR
31-12-2020,UPI/zeptomarketplac/Payment from Ph/AIRTEL PAYMENTS/018146381165/AXLcyulh7g1zubexjqn,3966.66,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment for 662/AIRTEL PAYMENTS/404327630633/YBLd56mu5w2rew5k2ma,536.04,DR
31-12-2020,UPI/swiggyupi@axb/Payment for 382/YES BANK LIMITE/276294336093/ICIm4vuv1tc29j4kuo8,4721.0,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/955062783688/AXLx2l718irbt3ediom,2730.41,DR
31-12-2020,UPI/zeptomarketplac/UPIIntent/YES BANK LIMITE/965324023689/PPPL5544650292363XXXXXXXXXX,4666.48,DR
31-12-2020,NEFT/AXIS BANK/083946966779/MutualFund/Transfer,1821.17,DR
31-12-2020,UPI/swiggyupi@axb/Payment for 200/ICICI BANK/407666422789/PPPL84l0f3wagnbfl496,2593.67,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment for 643/AIRTEL PAYMENTS/938596008666/PPPLscfgvas2cnb471pu,4924.49,DR
31-12-2020,UPI/zeptomarketplac/Payment for 390/ICICI BANK/374576633054/PPPL07ojqbrf6tqfrm2i,464.46,DR
31-12-2020,UPI/gpay-1124412000/Payment for 612/AXIS BANK/672281304207/RBL8ipmwpy93d9irp9b,151.29,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/041966472581/Mazagon Dock/Transfer,718.64,DR
31-12-2020,NEFT-RBL771466602823-MutualFund-A/C-i0ua4a2ziydu3ggd-00771466602823-YESB,21517.22,CR
31-12-2020,UPI/zeptomarketplac/Refund from YES BANK LIMITE 352226194568/ICI,4210.11,CR
31-12-2020,UPI/blinkit.payu@hd/Payment for 680/HDFC BANK LTD/786209187132/AXLsr16dmiaqmfdf117,1129.46,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/YES BANK LIMITE/295616325189/ICIpqzvora3tjgpyl40,3679.75,DR
31-12-2020,NEFT/HDFC BANK LTD/909044425752/Zerodha/Transfer,2645.88,DR
31-12-2020,NEFT/YES BANK LIMITE/262406058801/HDFC AMC/Transfer,4179.8,DR
31-12-2020,UPI/gpay-1124412000/UPIIntent/ICICI BANK/781888760686/PPPL3387480340335XXXXXXXXXX,4423.68,DR
31-12-2020,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/095328874365/PPPL3525658004467XXXXXXXXXX,704.4,DR
31-12-2020,UPI/gpay-1124412000/Payment from Ph/AXIS BANK/915316395030/AXL8r56f9n3iz4ij91p,465.43,DR
31-12-2020,UPI/zeptomarketplac/Payment for 793/ICICI BANK/291808392320/PPPL5jk3jwst4xu5ikir,4109.15,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/HDFC BANK LTD/479399352668/AXLuqt6m5p2xbk8jmxz,1029.19,DR
31-12-2020,UPI/swiggyupi@axb/UPIIntent/ICICI BANK/645885386127/PYTM4118416608356XXXXXXXXXX,4972.66,DR
31-12-2020,NEFT/ICICI BANK/336958283451/MutualFund/Transfer,4283.86,DR
31-12-2020,UPI/gpay-1124412000/Refund from HDFC BANK LTD 707079442569/ICI,22083.92,CR
31-12-2020,NEFT/HDFC BANK LTD/040793550784/Zerodha/Transfer,983.74,DR
31-12-2020,NEFT/HDFC BANK LTD/874578175331/ABB Dividend/Transfer,3871.6,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/830183317345/PPPLxc49rjfxy1lc29wk,1690.23,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/149799459525/HDFC AMC/Transfer,2437.48,DR
31-12-2020,UPI/blinkit.payu@hd/Payment for 393/AIRTEL PAYMENTS/703736669898/RBLm80h09p6gwd2a81y,4617.68,DR
31-12-2020,UPI/gpay-1124412000/Payment from Ph/ICICI BANK/348204524394/AXLblr7vlc761y62hx8,4836.79,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/ICICI BANK/462990411802/ICIonnxjail2pduzbz6,2297.51,DR
31-12-2020,UPI/zeptomarketplac/Payment for 763/HDFC BANK LTD/753181602878/YBL2ztyfh5vqp71l4y2,1297.73,DR
31-12-2020,UPI/swiggyupi@axb/Payment for 882/HDFC BANK LTD/463292369356/AXLzu6q2909qxorxf02,3302.43,DR
31-12-2020,UPI/gpay-1124412000/Payment for 893/YES BANK LIMITE/401585738249/AXLlspp0j840576w6i9,877.82,DR
31-12-2020,UPI/blinkit.payu@hd/Payment for 941/ICICI BANK/729580887897/YBL5c453i4lpm053b93,4564.45,DR
31-12-2020,UPI/paytmqr6cu3by@p/Refund from ICICI BANK 312752490208/AXL,24287.59,CR
31-12-2020,UPI/gpay-1124412000/Payment from Ph/YES BANK LIMITE/190751317146/RBLw7zt97uoxi7arhpk,543.82,DR
31-12-2020,NEFT/ICICI BANK/301693960773/MutualFund/Transfer,496.34,DR
31-12-2020,NEFT/HDFC BANK LTD/044922509476/CRISIL/Transfer,4996.71,DR
31-12-2020,UPI/swiggyupi@axb/Payment for 747/ICICI BANK/961265007155/AXLvmlyhp8ic51l98e7,291.77,DR
31-12-2020,UPI/paytmqr6cu3by@p/UPIIntent/AXIS BANK/960743811882/PPPL6222267752458XXXXXXXXXX,1254.94,DR
31-12-2020,ACH/Mazagon Dock 2118/PR4255660AI07,3995.82,CR
31-12-2020,UPI/zeptomarketplac/Payment for 309/AXIS BANK/889224161770/PPPLvobztr0s9s6jy78o,1416.49,DR
31-12-2020,NEFT/AIRTEL PAYMENTS/909900591077/CRISIL/Transfer,2720.44,DR
31-12-2020,NEFT/YES BANK LIMITE/875377704375/ABB Dividend/Transfer,189.8,DR
31-12-2020,UPI/blinkit.payu@hd/Payment for 657/ICICI BANK/960820897361/ICI51gti0vzmg8ntmkx,2042.55,DR
31-12-2020,UPI/gpay-1124412000/UPIIntent/AIRTEL PAYMENTS/101343190570/PPPL5651366065005XXXXXXXXXX,3398.66,DR
31-12-2020,UPI/swiggyupi@axb/UPIIntent/AIRTEL PAYMENTS/854094087043/PYTM7266899715799XXXXXXXXXX,4752.72,DR
31-12-2020,UPI/zeptomarketplac/Payment for 228/AXIS BANK/491601472172/YBLzgdbbwu3aymk21u2,930.23,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/AIRTEL PAYMENTS/083103602401/PPPL0f6mc9kj982qreyy,4094.02,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/ICICI BANK/441034197757/YBLz7c2t6egrweuqdf2,1426.84,DR
31-12-2020,UPI/blinkit.payu@hd/Payment from Ph/HDFC BANK LTD/241532652526/ICIwp4o03zxpku8o107,3857.12,DR
31-12-2020,UPI/gpay-1124412000/Payment for 333/YES BANK LIMITE/769238788960/PPPLnruc4xq9es0jmy27,537.29,DR
31-12-2020,UPI/zeptomarketplac/Payment from Ph/AXIS BANK/207115486593/RBL5h3hnn8iidm3c8qs,1889.63,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/513213991617/YBLm6qerjyhzkttenng,2411.95,DR
31-12-2020,UPI/gpay-1124412000/Payment for 126/AIRTEL PAYMENTS/398624653564/PPPLd8ovu1xhsz5ul7td,523.14,DR
31-12-2020,UPI/paytmqr6cu3by@p/Refund from ICICI BANK 676635652894/RBL,13040.25,CR
31-12-2020,UPI/swiggyupi@axb/Payment for 192/AXIS BANK/124867339846/AXLtsk9nsvfrn3x97qo,4119.66,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/AIRTEL PAYMENTS/080607887865/AXLwuu65q9cn3ekyo1l,2790.37,DR
31-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/HDFC BANK LTD/961324207246/AXLc38bzkgk7kwtvd69,2486.1,DR
31-12-2020,NEFT/ICICI BANK/474120436124/ABB Dividend/Transfer,4525.71,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/AIRTEL PAYMENTS/368304298821/PPPLjg260e91hqff3znf,202.66,DR
31-12-2020,NEFT/AXIS BANK/835894167266/Mazagon Dock/Transfer,2449.39,DR
31-12-2020,NEFT/AXIS BANK/409762224150/Zerodha/Transfer,705.26,DR
31-12-2020,NEFT/HDFC BANK LTD/987506693043/Mazagon Dock/Transfer,4348.73,DR
31-12-2020,UPI/swiggyupi@axb/Payment from Ph/ICICI BANK/434506688415/PPPLhvawfc9c1u8n255t,343.25,DR
30-12-2020,UPI/gpay-1124412000/Payment for 369/ICICI BANK/121496353483/AXLck1f09fi4qo9km0d,4309.56,DR
30-12-2020,UPI/swiggyupi@axb/UPIIntent/AXIS BANK/145602677216/PYTM9886412958597XXXXXXXXXX,1443.1,DR
30-12-2020,NEFT/YES BANK LIMITE/698881930038/ABB Dividend/Transfer,336.0,DR
30-12-2020,UPI/zeptomarketplac/Payment for 899/AXIS BANK/728256091423/YBLhg71rf3a24gyg080,3044.84,DR
30-12-2020,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/900748977963/PPPL6knr0zlktp8gyqnn,2145.7,DR
30-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/ICICI BANK/346848505336/RBLv6ur2btc6txfh098,2051.94,DR
30-12-2020,UPI/paytmqr6cu3by@p/Payment from Ph/AXIS BANK/387626889301/PPPLd802uucqfnnlb2sf,4572.13,DR
30-12-2020,UPI/blinkit.payu@hd/Payment from Ph/AXIS BANK/478959049054/YBLl7pz7p5z1ybd9cib,3711.37,DR
30-12-2020,UPI/paytmqr6cu3by@p/UPIIntent/AIRTEL PAYMENTS/671676036319/PYTM9411068575472XXXXXXXXXX,329.58,DR
30-12-2020,UPI/gpay-1124412000/Payment for 150/YES BANK LIMITE/214945891086/RBLlbn7f6epf4mhgwz5,4197.59,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/749455073619/PPPL1pf1li0rbx69cov0,1082.49,DR
30-12-2020,NEFT/ICICI BANK/936766715932/CRISIL/Transfer,1766.27,DR
30-12-2020,UPI/zeptomarketplac/Payment for 248/AXIS BANK/464455787312/YBLbtshxnelg8z6nqdt,4769.42,DR
30-12-2020,UPI/gpay-1124412000/Payment for 747/AXIS BANK/061553520009/RBLzcu42g50wb3k4dw7,685.19,DR
30-12-2020,UPI/gpay-1124412000/Refund from AIRTEL PAYMENTS 261578200932/AXL,6443.87,CR
30-12-2020,UPI/zeptomarketplac/Payment for 931/AXIS BANK/115912793007/AXLilyg9onzmpfzrh58,2680.6,DR
30-12-2020,UPI/paytmqr6cu3by@p/Payment for 534/YES BANK LIMITE/306255281370/PPPLouns9p8av6jqnd7x,2132.79,DR
30-12-2020,UPI/blinkit.payu@hd/UPIIntent/YES BANK LIMITE/560292900958/PYTM9750944901474XXXXXXXXXX,3060.96,DR
30-12-2020,NEFT/ICICI BANK/263018557754/CRISIL/Transfer,3314.34,DR
30-12-2020,NEFT/YES BANK LIMITE/838076801167/ABB Dividend/Transfer,4923.05,DR
30-12-2020,NEFT-RBL872423082129-CRISIL-A/C-ixxyy45rndenx47w-00872423082129-YESB,24915.41,CR
30-12-2020,UPI/blinkit.payu@hd/UPIIntent/AIRTEL PAYMENTS/522109813481/PYTM5449291568601XXXXXXXXXX,2987.08,DR
30-12-2020,ACH/ABB Dividend 3652/PR4132913AI07,11173.51,CR
30-12-2020,UPI/zeptomarketplac/UPIIntent/ICICI BANK/911115556173/PPPL3126928276077XXXXXXXXXX,610.77,DR
30-12-2020,UPI/swiggyupi@axb/UPIIntent/HDFC BANK LTD/634614454366/PYTM5804488860550XXXXXXXXXX,2156.07,DR
30-12-2020,NEFT/ICICI BANK/250207303459/Zerodha/Transfer,2048.95,DR
30-12-2020,UPI/zeptomarketplac/UPIIntent/HDFC BANK LTD/010637838545/PYTM2854973043903XXXXXXXXXX,2057.97,DR
30-12-2020,NEFT/YES BANK LIMITE/705166389033/CRISIL/Transfer,3069.76,DR
30-12-2020,NEFT/ICICI BANK/898920924703/Mazagon Dock/Transfer,809.95,DR
30-12-2020,NEFT/ICICI BANK/876727886012/HDFC AMC/Transfer,1875.36,DR
30-12-2020,NEFT/ICICI BANK/708176291006/HDFC AMC/Transfer,2281.57,DR
30-12-2020,NEFT/AXIS BANK/594380081699/CRISIL/Transfer,992.18,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/HDFC BANK LTD/177759292337/ICItp79t3jd8e90xvjq,4059.86,DR
30-12-2020,UPI/paytmqr6cu3by@p/Payment for 161/AIRTEL PAYMENTS/935929474575/RBL9574jxhn853qts0p,4821.78,DR
30-12-2020,NEFT/YES BANK LIMITE/922172507880/HDFC AMC/Transfer,3615.27,DR
30-12-2020,NEFT-AXL409695942983-Mazagon Dock-A/C-f8rjtt1tqyt4s4ut-00409695942983-YESB,6055.93,CR
30-12-2020,NEFT/ICICI BANK/943970693842/HDFC AMC/Transfer,1960.98,DR
30-12-2020,UPI/swiggyupi@axb/UPIIntent/HDFC BANK LTD/966504976208/PYTM7487819260131XXXXXXXXXX,3383.39,DR
30-12-2020,UPI/gpay-1124412000/UPIIntent/HDFC BANK LTD/091817701431/PPPL2194624354202XXXXXXXXXX,2100.12,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/ICICI BANK/601408889406/YBLxybovoolo29djdgh,4537.62,DR
30-12-2020,UPI/swiggyupi@axb/Payment from Ph/AXIS BANK/296623925370/YBLnf3myscscdwbudvt,1316.47,DR
30-12-2020,UPI/gpay-1124412000/UPIIntent/AXIS BANK/608666714181/PPPL6090765396969XXXXXXXXXX,2643.19,DR
30-12-2020,NEFT-RBL679545190258-Zerodha-A/C-efdu4zl2rfxppq44-00679545190258-YESB,1666.97,CR
30-12-2020,UPI/blinkit.payu@hd/Payment for 674/YES BANK LIMITE/013662461217/AXLjgan698przh25wu5,3204.27,DR
30-12-2020,NEFT-RBL048760539845-CRISIL-A/C-skh5feunaz9vx5ze-00048760539845-YESB,15819.37,CR
30-12-2020,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/315873378114/AXL6o2gpsh0f7bvbonv,815.13,DR
30-12-2020,ACH/Mazagon Dock 7213/PR3818368AI07,22210.3,CR
30-12-2020,NEFT/ICICI BANK/892266347359/HDFC AMC/Transfer,1294.3,DR
30-12-2020,UPI/zeptomarketplac/Payment from Ph/ICICI BANK/198898317810/AXLlwfbmbfvy3bipyk9,1844.73,DR
30-12-2020,NEFT-PPPL661681646842-MutualFund-A/C-81kantzsjgvtwrty-00661681646842-YESB,24454.93,CR
